"Plot Title: OM_WL2"
"#","Date Time, GMT-07:00","Abs Pres, kPa (LGR S/N: 20389423, SEN S/N: 20389423)","Temp, °C (LGR S/N: 20389423, SEN S/N: 20389423)","Coupler Detached (LGR S/N: 20389423)","Coupler Attached (LGR S/N: 20389423)","Host Connected (LGR S/N: 20389423)","End Of File (LGR S/N: 20389423)"
1,08/31/18 02:00:00 PM,96.622,26.879,Logged,,,
2,08/31/18 02:05:00 PM,96.606,26.879,,,,
3,08/31/18 02:10:00 PM,96.592,26.977,,,,
4,08/31/18 02:15:00 PM,96.595,27.075,,,,
5,08/31/18 02:20:00 PM,96.581,27.173,,,,
6,08/31/18 02:25:00 PM,96.564,27.173,,,,
7,08/31/18 02:30:00 PM,96.550,27.272,,,,
8,08/31/18 02:35:00 PM,96.550,27.272,,,,
9,08/31/18 02:40:00 PM,96.536,27.370,,,,
10,08/31/18 02:45:00 PM,96.523,27.468,,,,
11,08/31/18 02:50:00 PM,96.523,27.468,,,,
12,08/31/18 02:55:00 PM,96.509,27.567,,,,
13,08/31/18 03:00:00 PM,96.495,27.665,,,,
14,08/31/18 03:05:00 PM,96.498,27.764,,,,
15,08/31/18 03:10:00 PM,96.484,27.862,,,,
16,08/31/18 03:15:00 PM,96.484,27.862,,,,
17,08/31/18 03:20:00 PM,96.470,27.961,,,,
18,08/31/18 03:25:00 PM,96.456,28.060,,,,
19,08/31/18 03:30:00 PM,96.459,28.159,,,,
20,08/31/18 03:35:00 PM,96.462,28.258,,,,
21,08/31/18 03:40:00 PM,96.448,28.357,,,,
22,08/31/18 03:45:00 PM,96.418,28.456,,,,
23,08/31/18 03:50:00 PM,96.421,28.555,,,,
24,08/31/18 03:55:00 PM,96.404,28.555,,,,
25,08/31/18 04:00:00 PM,96.418,28.456,,,,
26,08/31/18 04:05:00 PM,96.412,28.258,,,,
27,08/31/18 04:10:00 PM,96.392,28.159,,,,
28,08/31/18 04:15:00 PM,96.386,27.961,,,,
29,08/31/18 04:20:00 PM,96.367,27.862,,,,
30,08/31/18 04:25:00 PM,96.364,27.764,,,,
31,08/31/18 04:30:00 PM,96.361,27.665,,,,
32,08/31/18 04:35:00 PM,96.358,27.567,,,,
33,08/31/18 04:40:00 PM,96.355,27.468,,,,
34,08/31/18 04:45:00 PM,96.335,27.370,,,,
35,08/31/18 04:50:00 PM,96.332,27.272,,,,
36,08/31/18 04:55:00 PM,96.329,27.173,,,,
37,08/31/18 05:00:00 PM,96.326,27.075,,,,
38,08/31/18 05:05:00 PM,96.326,27.075,,,,
39,08/31/18 05:10:00 PM,96.307,26.977,,,,
40,08/31/18 05:15:00 PM,96.307,26.977,,,,
41,08/31/18 05:20:00 PM,96.307,26.977,,,,
42,08/31/18 05:25:00 PM,96.307,26.977,,,,
43,08/31/18 05:30:00 PM,96.307,26.977,,,,
44,08/31/18 05:35:00 PM,96.293,27.075,,,,
45,08/31/18 05:40:00 PM,96.293,27.075,,,,
46,08/31/18 05:45:00 PM,96.293,27.075,,,,
47,08/31/18 05:50:00 PM,96.293,27.075,,,,
48,08/31/18 05:55:00 PM,96.273,26.977,,,,
49,08/31/18 06:00:00 PM,96.273,26.977,,,,
50,08/31/18 06:05:00 PM,96.287,26.879,,,,
51,08/31/18 06:10:00 PM,96.253,26.879,,,,
52,08/31/18 06:15:00 PM,96.250,26.781,,,,
53,08/31/18 06:20:00 PM,96.267,26.781,,,,
54,08/31/18 06:25:00 PM,96.264,26.683,,,,
55,08/31/18 06:30:00 PM,96.264,26.683,,,,
56,08/31/18 06:35:00 PM,96.261,26.585,,,,
57,08/31/18 06:40:00 PM,96.258,26.488,,,,
58,08/31/18 06:45:00 PM,96.242,26.488,,,,
59,08/31/18 06:50:00 PM,96.255,26.390,,,,
60,08/31/18 06:55:00 PM,96.252,26.292,,,,
61,08/31/18 07:00:00 PM,96.269,26.292,,,,
62,08/31/18 07:05:00 PM,96.250,26.195,,,,
63,08/31/18 07:10:00 PM,96.266,26.195,,,,
64,08/31/18 07:15:00 PM,96.247,26.097,,,,
65,08/31/18 07:20:00 PM,96.260,26.000,,,,
66,08/31/18 07:25:00 PM,96.260,26.000,,,,
67,08/31/18 07:30:00 PM,96.274,25.902,,,,
68,08/31/18 07:35:00 PM,96.257,25.902,,,,
69,08/31/18 07:40:00 PM,96.271,25.805,,,,
70,08/31/18 07:45:00 PM,96.268,25.708,,,,
71,08/31/18 07:50:00 PM,96.285,25.708,,,,
72,08/31/18 07:55:00 PM,96.282,25.610,,,,
73,08/31/18 08:00:00 PM,96.265,25.610,,,,
74,08/31/18 08:05:00 PM,96.279,25.513,,,,
75,08/31/18 08:10:00 PM,96.296,25.513,,,,
76,08/31/18 08:15:00 PM,96.293,25.416,,,,
77,08/31/18 08:20:00 PM,96.276,25.416,,,,
78,08/31/18 08:25:00 PM,96.290,25.319,,,,
79,08/31/18 08:30:00 PM,96.307,25.319,,,,
80,08/31/18 08:35:00 PM,96.304,25.222,,,,
81,08/31/18 08:40:00 PM,96.304,25.222,,,,
82,08/31/18 08:45:00 PM,96.318,25.125,,,,
83,08/31/18 08:50:00 PM,96.301,25.125,,,,
84,08/31/18 08:55:00 PM,96.315,25.028,,,,
85,08/31/18 09:00:00 PM,96.281,25.028,,,,
86,08/31/18 09:05:00 PM,96.281,25.028,,,,
87,08/31/18 09:10:00 PM,96.295,24.931,,,,
88,08/31/18 09:15:00 PM,96.278,24.931,,,,
89,08/31/18 09:20:00 PM,96.292,24.835,,,,
90,08/31/18 09:25:00 PM,96.292,24.835,,,,
91,08/31/18 09:30:00 PM,96.275,24.835,,,,
92,08/31/18 09:35:00 PM,96.289,24.738,,,,
93,08/31/18 09:40:00 PM,96.289,24.738,,,,
94,08/31/18 09:45:00 PM,96.306,24.738,,,,
95,08/31/18 09:50:00 PM,96.319,24.641,,,,
96,08/31/18 09:55:00 PM,96.319,24.641,,,,
97,08/31/18 10:00:00 PM,96.303,24.641,,,,
98,08/31/18 10:05:00 PM,96.300,24.545,,,,
99,08/31/18 10:10:00 PM,96.300,24.545,,,,
100,08/31/18 10:15:00 PM,96.316,24.545,,,,
101,08/31/18 10:20:00 PM,96.316,24.545,,,,
102,08/31/18 10:25:00 PM,96.313,24.448,,,,
103,08/31/18 10:30:00 PM,96.330,24.448,,,,
104,08/31/18 10:35:00 PM,96.347,24.448,,,,
105,08/31/18 10:40:00 PM,96.344,24.351,,,,
106,08/31/18 10:45:00 PM,96.361,24.351,,,,
107,08/31/18 10:50:00 PM,96.361,24.351,,,,
108,08/31/18 10:55:00 PM,96.361,24.351,,,,
109,08/31/18 11:00:00 PM,96.377,24.351,,,,
110,08/31/18 11:05:00 PM,96.358,24.255,,,,
111,08/31/18 11:10:00 PM,96.375,24.255,,,,
112,08/31/18 11:15:00 PM,96.375,24.255,,,,
113,08/31/18 11:20:00 PM,96.375,24.255,,,,
114,08/31/18 11:25:00 PM,96.372,24.158,,,,
115,08/31/18 11:30:00 PM,96.388,24.158,,,,
116,08/31/18 11:35:00 PM,96.388,24.158,,,,
117,08/31/18 11:40:00 PM,96.372,24.158,,,,
118,08/31/18 11:45:00 PM,96.369,24.062,,,,
119,08/31/18 11:50:00 PM,96.385,24.062,,,,
120,08/31/18 11:55:00 PM,96.385,24.062,,,,
121,09/01/18 12:00:00 AM,96.402,24.062,,,,
122,09/01/18 12:05:00 AM,96.402,24.062,,,,
123,09/01/18 12:10:00 AM,96.402,24.062,,,,
124,09/01/18 12:15:00 AM,96.399,23.966,,,,
125,09/01/18 12:20:00 AM,96.399,23.966,,,,
126,09/01/18 12:25:00 AM,96.399,23.966,,,,
127,09/01/18 12:30:00 AM,96.416,23.966,,,,
128,09/01/18 12:35:00 AM,96.416,23.966,,,,
129,09/01/18 12:40:00 AM,96.399,23.966,,,,
130,09/01/18 12:45:00 AM,96.396,23.869,,,,
131,09/01/18 12:50:00 AM,96.413,23.869,,,,
132,09/01/18 12:55:00 AM,96.413,23.869,,,,
133,09/01/18 01:00:00 AM,96.410,23.773,,,,
134,09/01/18 01:05:00 AM,96.393,23.773,,,,
135,09/01/18 01:10:00 AM,96.393,23.773,,,,
136,09/01/18 01:15:00 AM,96.410,23.773,,,,
137,09/01/18 01:20:00 AM,96.390,23.677,,,,
138,09/01/18 01:25:00 AM,96.390,23.677,,,,
139,09/01/18 01:30:00 AM,96.370,23.581,,,,
140,09/01/18 01:35:00 AM,96.370,23.581,,,,
141,09/01/18 01:40:00 AM,96.387,23.581,,,,
142,09/01/18 01:45:00 AM,96.387,23.581,,,,
143,09/01/18 01:50:00 AM,96.401,23.484,,,,
144,09/01/18 01:55:00 AM,96.384,23.484,,,,
145,09/01/18 02:00:00 AM,96.401,23.484,,,,
146,09/01/18 02:05:00 AM,96.401,23.484,,,,
147,09/01/18 02:10:00 AM,96.384,23.484,,,,
148,09/01/18 02:15:00 AM,96.415,23.388,,,,
149,09/01/18 02:20:00 AM,96.398,23.388,,,,
150,09/01/18 02:25:00 AM,96.398,23.388,,,,
151,09/01/18 02:30:00 AM,96.415,23.388,,,,
152,09/01/18 02:35:00 AM,96.398,23.388,,,,
153,09/01/18 02:40:00 AM,96.395,23.292,,,,
154,09/01/18 02:45:00 AM,96.412,23.292,,,,
155,09/01/18 02:50:00 AM,96.412,23.292,,,,
156,09/01/18 02:55:00 AM,96.412,23.292,,,,
157,09/01/18 03:00:00 AM,96.428,23.292,,,,
158,09/01/18 03:05:00 AM,96.412,23.292,,,,
159,09/01/18 03:10:00 AM,96.412,23.292,,,,
160,09/01/18 03:15:00 AM,96.412,23.292,,,,
161,09/01/18 03:20:00 AM,96.428,23.292,,,,
162,09/01/18 03:25:00 AM,96.425,23.196,,,,
163,09/01/18 03:30:00 AM,96.442,23.196,,,,
164,09/01/18 03:35:00 AM,96.442,23.196,,,,
165,09/01/18 03:40:00 AM,96.442,23.196,,,,
166,09/01/18 03:45:00 AM,96.442,23.196,,,,
167,09/01/18 03:50:00 AM,96.442,23.196,,,,
168,09/01/18 03:55:00 AM,96.442,23.196,,,,
169,09/01/18 04:00:00 AM,96.442,23.196,,,,
170,09/01/18 04:05:00 AM,96.459,23.196,,,,
171,09/01/18 04:10:00 AM,96.459,23.196,,,,
172,09/01/18 04:15:00 AM,96.459,23.196,,,,
173,09/01/18 04:20:00 AM,96.456,23.100,,,,
174,09/01/18 04:25:00 AM,96.456,23.100,,,,
175,09/01/18 04:30:00 AM,96.473,23.100,,,,
176,09/01/18 04:35:00 AM,96.473,23.100,,,,
177,09/01/18 04:40:00 AM,96.473,23.100,,,,
178,09/01/18 04:45:00 AM,96.473,23.100,,,,
179,09/01/18 04:50:00 AM,96.489,23.100,,,,
180,09/01/18 04:55:00 AM,96.473,23.100,,,,
181,09/01/18 05:00:00 AM,96.473,23.100,,,,
182,09/01/18 05:05:00 AM,96.473,23.100,,,,
183,09/01/18 05:10:00 AM,96.489,23.100,,,,
184,09/01/18 05:15:00 AM,96.489,23.100,,,,
185,09/01/18 05:20:00 AM,96.473,23.100,,,,
186,09/01/18 05:25:00 AM,96.489,23.100,,,,
187,09/01/18 05:30:00 AM,96.506,23.100,,,,
188,09/01/18 05:35:00 AM,96.506,23.100,,,,
189,09/01/18 05:40:00 AM,96.503,23.004,,,,
190,09/01/18 05:45:00 AM,96.537,23.004,,,,
191,09/01/18 05:50:00 AM,96.520,23.004,,,,
192,09/01/18 05:55:00 AM,96.537,23.004,,,,
193,09/01/18 06:00:00 AM,96.537,23.004,,,,
194,09/01/18 06:05:00 AM,96.553,23.004,,,,
195,09/01/18 06:10:00 AM,96.553,23.004,,,,
196,09/01/18 06:15:00 AM,96.553,23.004,,,,
197,09/01/18 06:20:00 AM,96.553,23.004,,,,
198,09/01/18 06:25:00 AM,96.567,22.908,,,,
199,09/01/18 06:30:00 AM,96.550,22.908,,,,
200,09/01/18 06:35:00 AM,96.567,22.908,,,,
201,09/01/18 06:40:00 AM,96.584,22.908,,,,
202,09/01/18 06:45:00 AM,96.584,22.908,,,,
203,09/01/18 06:50:00 AM,96.584,22.908,,,,
204,09/01/18 06:55:00 AM,96.601,22.908,,,,
205,09/01/18 07:00:00 AM,96.601,22.908,,,,
206,09/01/18 07:05:00 AM,96.604,23.004,,,,
207,09/01/18 07:10:00 AM,96.604,23.004,,,,
208,09/01/18 07:15:00 AM,96.607,23.100,,,,
209,09/01/18 07:20:00 AM,96.610,23.196,,,,
210,09/01/18 07:25:00 AM,96.610,23.196,,,,
211,09/01/18 07:30:00 AM,96.613,23.292,,,,
212,09/01/18 07:35:00 AM,96.632,23.388,,,,
213,09/01/18 07:40:00 AM,96.652,23.484,,,,
214,09/01/18 07:45:00 AM,96.638,23.581,,,,
215,09/01/18 07:50:00 AM,96.641,23.677,,,,
216,09/01/18 07:55:00 AM,96.641,23.677,,,,
217,09/01/18 08:00:00 AM,96.644,23.773,,,,
218,09/01/18 08:05:00 AM,96.647,23.869,,,,
219,09/01/18 08:10:00 AM,96.650,23.966,,,,
220,09/01/18 08:15:00 AM,96.670,24.062,,,,
221,09/01/18 08:20:00 AM,96.673,24.158,,,,
222,09/01/18 08:25:00 AM,96.659,24.255,,,,
223,09/01/18 08:30:00 AM,96.662,24.351,,,,
224,09/01/18 08:35:00 AM,96.665,24.448,,,,
225,09/01/18 08:40:00 AM,96.665,24.448,,,,
226,09/01/18 08:45:00 AM,96.685,24.545,,,,
227,09/01/18 08:50:00 AM,96.671,24.641,,,,
228,09/01/18 08:55:00 AM,96.671,24.641,,,,
229,09/01/18 09:00:00 AM,96.671,24.641,,,,
230,09/01/18 09:05:00 AM,96.688,24.641,,,,
231,09/01/18 09:10:00 AM,96.688,24.641,,,,
232,09/01/18 09:15:00 AM,96.688,24.641,,,,
233,09/01/18 09:20:00 AM,96.688,24.641,,,,
234,09/01/18 09:25:00 AM,96.671,24.641,,,,
235,09/01/18 09:30:00 AM,96.688,24.641,,,,
236,09/01/18 09:35:00 AM,96.688,24.641,,,,
237,09/01/18 09:40:00 AM,96.688,24.641,,,,
238,09/01/18 09:45:00 AM,96.688,24.641,,,,
239,09/01/18 09:50:00 AM,96.705,24.641,,,,
240,09/01/18 09:55:00 AM,96.691,24.738,,,,
241,09/01/18 10:00:00 AM,96.691,24.738,,,,
242,09/01/18 10:05:00 AM,96.708,24.738,,,,
243,09/01/18 10:10:00 AM,96.691,24.738,,,,
244,09/01/18 10:15:00 AM,96.691,24.738,,,,
245,09/01/18 10:20:00 AM,96.691,24.738,,,,
246,09/01/18 10:25:00 AM,96.674,24.738,,,,
247,09/01/18 10:30:00 AM,96.674,24.738,,,,
248,09/01/18 10:35:00 AM,96.677,24.835,,,,
249,09/01/18 10:40:00 AM,96.677,24.835,,,,
250,09/01/18 10:45:00 AM,96.677,24.835,,,,
251,09/01/18 10:50:00 AM,96.677,24.835,,,,
252,09/01/18 10:55:00 AM,96.664,24.931,,,,
253,09/01/18 11:00:00 AM,96.664,24.931,,,,
254,09/01/18 11:05:00 AM,96.664,24.931,,,,
255,09/01/18 11:10:00 AM,96.650,25.028,,,,
256,09/01/18 11:15:00 AM,96.633,25.028,,,,
257,09/01/18 11:20:00 AM,96.650,25.028,,,,
258,09/01/18 11:25:00 AM,96.636,25.125,,,,
259,09/01/18 11:30:00 AM,96.636,25.125,,,,
260,09/01/18 11:35:00 AM,96.619,25.125,,,,
261,09/01/18 11:40:00 AM,96.622,25.222,,,,
262,09/01/18 11:45:00 AM,96.605,25.222,,,,
263,09/01/18 11:50:00 AM,96.605,25.222,,,,
264,09/01/18 11:55:00 AM,96.589,25.222,,,,
265,09/01/18 12:00:00 PM,96.592,25.319,,,,
266,09/01/18 12:05:00 PM,96.575,25.319,,,,
267,09/01/18 12:10:00 PM,96.575,25.319,,,,
268,09/01/18 12:15:00 PM,96.578,25.416,,,,
269,09/01/18 12:20:00 PM,96.544,25.416,,,,
270,09/01/18 12:25:00 PM,96.547,25.513,,,,
271,09/01/18 12:30:00 PM,96.547,25.513,,,,
272,09/01/18 12:35:00 PM,96.547,25.513,,,,
273,09/01/18 12:40:00 PM,96.550,25.610,,,,
274,09/01/18 12:45:00 PM,96.534,25.610,,,,
275,09/01/18 12:50:00 PM,96.517,25.610,,,,
276,09/01/18 12:55:00 PM,96.520,25.708,,,,
277,09/01/18 01:00:00 PM,96.503,25.708,,,,
278,09/01/18 01:05:00 PM,96.489,25.805,,,,
279,09/01/18 01:10:00 PM,96.489,25.805,,,,
280,09/01/18 01:15:00 PM,96.472,25.805,,,,
281,09/01/18 01:20:00 PM,96.475,25.902,,,,
282,09/01/18 01:25:00 PM,96.478,26.000,,,,
283,09/01/18 01:30:00 PM,96.478,26.000,,,,
284,09/01/18 01:35:00 PM,96.462,26.000,,,,
285,09/01/18 01:40:00 PM,96.448,26.097,,,,
286,09/01/18 01:45:00 PM,96.448,26.097,,,,
287,09/01/18 01:50:00 PM,96.431,26.097,,,,
288,09/01/18 01:55:00 PM,96.431,26.097,,,,
289,09/01/18 02:00:00 PM,96.414,26.097,,,,
290,09/01/18 02:05:00 PM,96.417,26.195,,,,
291,09/01/18 02:10:00 PM,96.403,26.292,,,,
292,09/01/18 02:15:00 PM,96.390,26.390,,,,
293,09/01/18 02:20:00 PM,96.390,26.390,,,,
294,09/01/18 02:25:00 PM,96.376,26.488,,,,
295,09/01/18 02:30:00 PM,96.376,26.488,,,,
296,09/01/18 02:35:00 PM,96.359,26.488,,,,
297,09/01/18 02:40:00 PM,96.359,26.488,,,,
298,09/01/18 02:45:00 PM,96.359,26.488,,,,
299,09/01/18 02:50:00 PM,96.345,26.585,,,,
300,09/01/18 02:55:00 PM,96.331,26.683,,,,
301,09/01/18 03:00:00 PM,96.331,26.683,,,,
302,09/01/18 03:05:00 PM,96.318,26.781,,,,
303,09/01/18 03:10:00 PM,96.318,26.781,,,,
304,09/01/18 03:15:00 PM,96.304,26.879,,,,
305,09/01/18 03:20:00 PM,96.307,26.977,,,,
306,09/01/18 03:25:00 PM,96.293,27.075,,,,
307,09/01/18 03:30:00 PM,96.256,26.977,,,,
308,09/01/18 03:35:00 PM,96.273,26.977,,,,
309,09/01/18 03:40:00 PM,96.256,26.977,,,,
310,09/01/18 03:45:00 PM,96.237,26.879,,,,
311,09/01/18 03:50:00 PM,96.256,26.977,,,,
312,09/01/18 03:55:00 PM,96.240,26.977,,,,
313,09/01/18 04:00:00 PM,96.240,26.977,,,,
314,09/01/18 04:05:00 PM,96.223,26.977,,,,
315,09/01/18 04:10:00 PM,96.240,26.977,,,,
316,09/01/18 04:15:00 PM,96.237,26.879,,,,
317,09/01/18 04:20:00 PM,96.220,26.879,,,,
318,09/01/18 04:25:00 PM,96.220,26.879,,,,
319,09/01/18 04:30:00 PM,96.217,26.781,,,,
320,09/01/18 04:35:00 PM,96.217,26.781,,,,
321,09/01/18 04:40:00 PM,96.217,26.781,,,,
322,09/01/18 04:45:00 PM,96.214,26.683,,,,
323,09/01/18 04:50:00 PM,96.214,26.683,,,,
324,09/01/18 04:55:00 PM,96.214,26.683,,,,
325,09/01/18 05:00:00 PM,96.197,26.683,,,,
326,09/01/18 05:05:00 PM,96.211,26.585,,,,
327,09/01/18 05:10:00 PM,96.194,26.585,,,,
328,09/01/18 05:15:00 PM,96.194,26.585,,,,
329,09/01/18 05:20:00 PM,96.194,26.585,,,,
330,09/01/18 05:25:00 PM,96.177,26.585,,,,
331,09/01/18 05:30:00 PM,96.191,26.488,,,,
332,09/01/18 05:35:00 PM,96.191,26.488,,,,
333,09/01/18 05:40:00 PM,96.191,26.488,,,,
334,09/01/18 05:45:00 PM,96.194,26.585,,,,
335,09/01/18 05:50:00 PM,96.194,26.585,,,,
336,09/01/18 05:55:00 PM,96.177,26.585,,,,
337,09/01/18 06:00:00 PM,96.177,26.585,,,,
338,09/01/18 06:05:00 PM,96.194,26.585,,,,
339,09/01/18 06:10:00 PM,96.194,26.585,,,,
340,09/01/18 06:15:00 PM,96.194,26.585,,,,
341,09/01/18 06:20:00 PM,96.194,26.585,,,,
342,09/01/18 06:25:00 PM,96.191,26.488,,,,
343,09/01/18 06:30:00 PM,96.191,26.488,,,,
344,09/01/18 06:35:00 PM,96.208,26.488,,,,
345,09/01/18 06:40:00 PM,96.208,26.488,,,,
346,09/01/18 06:45:00 PM,96.205,26.390,,,,
347,09/01/18 06:50:00 PM,96.205,26.390,,,,
348,09/01/18 06:55:00 PM,96.202,26.292,,,,
349,09/01/18 07:00:00 PM,96.202,26.292,,,,
350,09/01/18 07:05:00 PM,96.216,26.195,,,,
351,09/01/18 07:10:00 PM,96.233,26.195,,,,
352,09/01/18 07:15:00 PM,96.233,26.195,,,,
353,09/01/18 07:20:00 PM,96.233,26.195,,,,
354,09/01/18 07:25:00 PM,96.230,26.097,,,,
355,09/01/18 07:30:00 PM,96.230,26.097,,,,
356,09/01/18 07:35:00 PM,96.230,26.097,,,,
357,09/01/18 07:40:00 PM,96.244,26.000,,,,
358,09/01/18 07:45:00 PM,96.244,26.000,,,,
359,09/01/18 07:50:00 PM,96.244,26.000,,,,
360,09/01/18 07:55:00 PM,96.260,26.000,,,,
361,09/01/18 08:00:00 PM,96.274,25.902,,,,
362,09/01/18 08:05:00 PM,96.257,25.902,,,,
363,09/01/18 08:10:00 PM,96.274,25.902,,,,
364,09/01/18 08:15:00 PM,96.271,25.805,,,,
365,09/01/18 08:20:00 PM,96.288,25.805,,,,
366,09/01/18 08:25:00 PM,96.288,25.805,,,,
367,09/01/18 08:30:00 PM,96.319,25.708,,,,
368,09/01/18 08:35:00 PM,96.335,25.708,,,,
369,09/01/18 08:40:00 PM,96.319,25.708,,,,
370,09/01/18 08:45:00 PM,96.335,25.708,,,,
371,09/01/18 08:50:00 PM,96.352,25.708,,,,
372,09/01/18 08:55:00 PM,96.349,25.610,,,,
373,09/01/18 09:00:00 PM,96.366,25.610,,,,
374,09/01/18 09:05:00 PM,96.366,25.610,,,,
375,09/01/18 09:10:00 PM,96.380,25.513,,,,
376,09/01/18 09:15:00 PM,96.380,25.513,,,,
377,09/01/18 09:20:00 PM,96.380,25.513,,,,
378,09/01/18 09:25:00 PM,96.377,25.416,,,,
379,09/01/18 09:30:00 PM,96.393,25.416,,,,
380,09/01/18 09:35:00 PM,96.393,25.416,,,,
381,09/01/18 09:40:00 PM,96.410,25.416,,,,
382,09/01/18 09:45:00 PM,96.407,25.319,,,,
383,09/01/18 09:50:00 PM,96.407,25.319,,,,
384,09/01/18 09:55:00 PM,96.407,25.319,,,,
385,09/01/18 10:00:00 PM,96.407,25.319,,,,
386,09/01/18 10:05:00 PM,96.404,25.222,,,,
387,09/01/18 10:10:00 PM,96.404,25.222,,,,
388,09/01/18 10:15:00 PM,96.421,25.222,,,,
389,09/01/18 10:20:00 PM,96.421,25.222,,,,
390,09/01/18 10:25:00 PM,96.435,25.125,,,,
391,09/01/18 10:30:00 PM,96.435,25.125,,,,
392,09/01/18 10:35:00 PM,96.418,25.125,,,,
393,09/01/18 10:40:00 PM,96.415,25.028,,,,
394,09/01/18 10:45:00 PM,96.432,25.028,,,,
395,09/01/18 10:50:00 PM,96.415,25.028,,,,
396,09/01/18 10:55:00 PM,96.415,25.028,,,,
397,09/01/18 11:00:00 PM,96.415,25.028,,,,
398,09/01/18 11:05:00 PM,96.412,24.931,,,,
399,09/01/18 11:10:00 PM,96.412,24.931,,,,
400,09/01/18 11:15:00 PM,96.412,24.931,,,,
401,09/01/18 11:20:00 PM,96.429,24.931,,,,
402,09/01/18 11:25:00 PM,96.443,24.835,,,,
403,09/01/18 11:30:00 PM,96.443,24.835,,,,
404,09/01/18 11:35:00 PM,96.443,24.835,,,,
405,09/01/18 11:40:00 PM,96.459,24.835,,,,
406,09/01/18 11:45:00 PM,96.443,24.835,,,,
407,09/01/18 11:50:00 PM,96.456,24.738,,,,
408,09/01/18 11:55:00 PM,96.473,24.738,,,,
409,09/02/18 12:00:00 AM,96.473,24.738,,,,
410,09/02/18 12:05:00 AM,96.473,24.738,,,,
411,09/02/18 12:10:00 AM,96.490,24.738,,,,
412,09/02/18 12:15:00 AM,96.487,24.641,,,,
413,09/02/18 12:20:00 AM,96.504,24.641,,,,
414,09/02/18 12:25:00 AM,96.504,24.641,,,,
415,09/02/18 12:30:00 AM,96.504,24.641,,,,
416,09/02/18 12:35:00 AM,96.504,24.641,,,,
417,09/02/18 12:40:00 AM,96.518,24.545,,,,
418,09/02/18 12:45:00 AM,96.501,24.545,,,,
419,09/02/18 12:50:00 AM,96.518,24.545,,,,
420,09/02/18 12:55:00 AM,96.518,24.545,,,,
421,09/02/18 01:00:00 AM,96.518,24.545,,,,
422,09/02/18 01:05:00 AM,96.534,24.545,,,,
423,09/02/18 01:10:00 AM,96.531,24.448,,,,
424,09/02/18 01:15:00 AM,96.531,24.448,,,,
425,09/02/18 01:20:00 AM,96.531,24.448,,,,
426,09/02/18 01:25:00 AM,96.531,24.448,,,,
427,09/02/18 01:30:00 AM,96.531,24.448,,,,
428,09/02/18 01:35:00 AM,96.531,24.448,,,,
429,09/02/18 01:40:00 AM,96.545,24.351,,,,
430,09/02/18 01:45:00 AM,96.545,24.351,,,,
431,09/02/18 01:50:00 AM,96.562,24.351,,,,
432,09/02/18 01:55:00 AM,96.562,24.351,,,,
433,09/02/18 02:00:00 AM,96.579,24.351,,,,
434,09/02/18 02:05:00 AM,96.595,24.351,,,,
435,09/02/18 02:10:00 AM,96.595,24.351,,,,
436,09/02/18 02:15:00 AM,96.629,24.351,,,,
437,09/02/18 02:20:00 AM,96.612,24.351,,,,
438,09/02/18 02:25:00 AM,96.646,24.351,,,,
439,09/02/18 02:30:00 AM,96.629,24.351,,,,
440,09/02/18 02:35:00 AM,96.646,24.351,,,,
441,09/02/18 02:40:00 AM,96.643,24.255,,,,
442,09/02/18 02:45:00 AM,96.643,24.255,,,,
443,09/02/18 02:50:00 AM,96.643,24.255,,,,
444,09/02/18 02:55:00 AM,96.643,24.255,,,,
445,09/02/18 03:00:00 AM,96.659,24.255,,,,
446,09/02/18 03:05:00 AM,96.643,24.255,,,,
447,09/02/18 03:10:00 AM,96.659,24.255,,,,
448,09/02/18 03:15:00 AM,96.640,24.158,,,,
449,09/02/18 03:20:00 AM,96.640,24.158,,,,
450,09/02/18 03:25:00 AM,96.656,24.158,,,,
451,09/02/18 03:30:00 AM,96.656,24.158,,,,
452,09/02/18 03:35:00 AM,96.656,24.158,,,,
453,09/02/18 03:40:00 AM,96.656,24.158,,,,
454,09/02/18 03:45:00 AM,96.640,24.158,,,,
455,09/02/18 03:50:00 AM,96.656,24.158,,,,
456,09/02/18 03:55:00 AM,96.656,24.158,,,,
457,09/02/18 04:00:00 AM,96.653,24.062,,,,
458,09/02/18 04:05:00 AM,96.670,24.062,,,,
459,09/02/18 04:10:00 AM,96.670,24.062,,,,
460,09/02/18 04:15:00 AM,96.670,24.062,,,,
461,09/02/18 04:20:00 AM,96.670,24.062,,,,
462,09/02/18 04:25:00 AM,96.670,24.062,,,,
463,09/02/18 04:30:00 AM,96.687,24.062,,,,
464,09/02/18 04:35:00 AM,96.687,24.062,,,,
465,09/02/18 04:40:00 AM,96.704,24.062,,,,
466,09/02/18 04:45:00 AM,96.701,23.966,,,,
467,09/02/18 04:50:00 AM,96.701,23.966,,,,
468,09/02/18 04:55:00 AM,96.717,23.966,,,,
469,09/02/18 05:00:00 AM,96.717,23.966,,,,
470,09/02/18 05:05:00 AM,96.717,23.966,,,,
471,09/02/18 05:10:00 AM,96.734,23.966,,,,
472,09/02/18 05:15:00 AM,96.731,23.869,,,,
473,09/02/18 05:20:00 AM,96.748,23.869,,,,
474,09/02/18 05:25:00 AM,96.765,23.869,,,,
475,09/02/18 05:30:00 AM,96.765,23.869,,,,
476,09/02/18 05:35:00 AM,96.765,23.869,,,,
