"Plot Title: OM_WL3"
"#","Date Time, GMT-07:00","Abs Pres, kPa (LGR S/N: 20389410, SEN S/N: 20389410)","Temp, °C (LGR S/N: 20389410, SEN S/N: 20389410)","Water Level, meters (LGR S/N: 20389410)","Coupler Detached (LGR S/N: 20389410)","Coupler Attached (LGR S/N: 20389410)","Host Connected (LGR S/N: 20389410)","Stopped (LGR S/N: 20389410)","End Of File (LGR S/N: 20389410)"
115,10/11/18 02:30:00 AM,96.677,22.429,0.007,,,,,
116,10/11/18 02:35:00 AM,96.695,22.429,0.009,,,,,
117,10/11/18 02:40:00 AM,96.677,22.429,0.007,,,,,
118,10/11/18 02:45:00 AM,96.695,22.429,0.009,,,,,
119,10/11/18 02:50:00 AM,96.695,22.429,0.009,,,,,
120,10/11/18 02:55:00 AM,96.677,22.429,0.007,,,,,
121,10/11/18 03:00:00 AM,96.677,22.429,0.007,,,,,
122,10/11/18 03:05:00 AM,96.660,22.429,0.005,,,,,
123,10/11/18 03:10:00 AM,96.660,22.429,0.005,,,,,
124,10/11/18 03:15:00 AM,96.642,22.429,0.003,,,,,
125,10/11/18 03:20:00 AM,96.660,22.429,0.005,,,,,
126,10/11/18 03:25:00 AM,96.660,22.429,0.005,,,,,
127,10/11/18 03:30:00 AM,96.660,22.429,0.005,,,,,
128,10/11/18 03:35:00 AM,96.662,22.525,0.006,,,,,
129,10/11/18 03:40:00 AM,96.662,22.525,0.006,,,,,
130,10/11/18 03:45:00 AM,96.645,22.525,0.004,,,,,
131,10/11/18 03:50:00 AM,96.645,22.525,0.004,,,,,
132,10/11/18 03:55:00 AM,96.645,22.525,0.004,,,,,
133,10/11/18 04:00:00 AM,96.645,22.525,0.004,,,,,
134,10/11/18 04:05:00 AM,96.662,22.525,0.006,,,,,
135,10/11/18 04:10:00 AM,96.662,22.525,0.006,,,,,
136,10/11/18 04:15:00 AM,96.662,22.525,0.006,,,,,
137,10/11/18 04:20:00 AM,96.662,22.525,0.006,,,,,
138,10/11/18 04:25:00 AM,96.645,22.525,0.004,,,,,
139,10/11/18 04:30:00 AM,96.662,22.525,0.006,,,,,
140,10/11/18 04:35:00 AM,96.645,22.525,0.004,,,,,
141,10/11/18 04:40:00 AM,96.662,22.525,0.006,,,,,
142,10/11/18 04:45:00 AM,96.662,22.525,0.006,,,,,
143,10/11/18 04:50:00 AM,96.662,22.525,0.006,,,,,
144,10/11/18 04:55:00 AM,96.680,22.525,0.008,,,,,
145,10/11/18 05:00:00 AM,96.680,22.525,0.008,,,,,
146,10/11/18 05:05:00 AM,96.680,22.525,0.008,,,,,
147,10/11/18 05:10:00 AM,96.680,22.525,0.008,,,,,
148,10/11/18 05:15:00 AM,96.680,22.525,0.008,,,,,
149,10/11/18 05:20:00 AM,96.698,22.525,0.009,,,,,
150,10/11/18 05:25:00 AM,96.680,22.525,0.008,,,,,
151,10/11/18 05:30:00 AM,96.680,22.525,0.008,,,,,
152,10/11/18 05:35:00 AM,96.698,22.525,0.009,,,,,
153,10/11/18 05:40:00 AM,96.698,22.525,0.009,,,,,
154,10/11/18 05:45:00 AM,96.698,22.525,0.009,,,,,
155,10/11/18 05:50:00 AM,96.698,22.525,0.009,,,,,
156,10/11/18 05:55:00 AM,96.698,22.525,0.009,,,,,
157,10/11/18 06:00:00 AM,96.698,22.525,0.009,,,,,
158,10/11/18 06:05:00 AM,96.698,22.525,0.009,,,,,
159,10/11/18 06:10:00 AM,96.698,22.525,0.009,,,,,
160,10/11/18 06:15:00 AM,96.698,22.525,0.009,,,,,
161,10/11/18 06:20:00 AM,96.715,22.525,0.011,,,,,
162,10/11/18 06:25:00 AM,96.715,22.525,0.011,,,,,
163,10/11/18 06:30:00 AM,96.715,22.525,0.011,,,,,
164,10/11/18 06:35:00 AM,96.733,22.525,0.013,,,,,
165,10/11/18 06:40:00 AM,96.733,22.525,0.013,,,,,
166,10/11/18 06:45:00 AM,96.733,22.525,0.013,,,,,
167,10/11/18 06:50:00 AM,96.733,22.525,0.013,,,,,
168,10/11/18 06:55:00 AM,96.733,22.525,0.013,,,,,
169,10/11/18 07:00:00 AM,96.751,22.525,0.015,,,,,
170,10/11/18 07:05:00 AM,96.771,22.621,0.017,,,,,
171,10/11/18 07:10:00 AM,96.771,22.621,0.017,,,,,
172,10/11/18 07:15:00 AM,96.771,22.621,0.017,,,,,
173,10/11/18 07:20:00 AM,96.789,22.621,0.019,,,,,
174,10/11/18 07:25:00 AM,96.789,22.621,0.019,,,,,
175,10/11/18 07:30:00 AM,96.789,22.621,0.019,,,,,
176,10/11/18 07:35:00 AM,96.807,22.621,0.021,,,,,
177,10/11/18 07:40:00 AM,96.789,22.621,0.019,,,,,
178,10/11/18 07:45:00 AM,96.789,22.621,0.019,,,,,
179,10/11/18 07:50:00 AM,96.792,22.717,0.019,,,,,
180,10/11/18 07:55:00 AM,96.809,22.717,0.021,,,,,
181,10/11/18 08:00:00 AM,96.809,22.717,0.021,,,,,
182,10/11/18 08:05:00 AM,96.809,22.717,0.021,,,,,
183,10/11/18 08:10:00 AM,96.830,22.812,0.024,,,,,
184,10/11/18 08:15:00 AM,96.847,22.812,0.025,,,,,
185,10/11/18 08:20:00 AM,96.847,22.812,0.025,,,,,
186,10/11/18 08:25:00 AM,96.847,22.812,0.025,,,,,
187,10/11/18 08:30:00 AM,96.850,22.908,0.026,,,,,
188,10/11/18 08:35:00 AM,96.850,22.908,0.026,,,,,
189,10/11/18 08:40:00 AM,96.868,22.908,0.028,,,,,
190,10/11/18 08:45:00 AM,96.868,22.908,0.028,,,,,
191,10/11/18 08:50:00 AM,96.853,23.004,0.026,,,,,
192,10/11/18 08:55:00 AM,96.871,23.004,0.028,,,,,
193,10/11/18 09:00:00 AM,96.853,23.004,0.026,,,,,
194,10/11/18 09:05:00 AM,96.853,23.004,0.026,,,,,
195,10/11/18 09:10:00 AM,96.853,23.004,0.026,,,,,
196,10/11/18 09:15:00 AM,96.835,23.004,0.025,,,,,
197,10/11/18 09:20:00 AM,96.838,23.100,0.025,,,,,
198,10/11/18 09:25:00 AM,96.856,23.100,0.027,,,,,
199,10/11/18 09:30:00 AM,96.873,23.100,0.029,,,,,
200,10/11/18 09:35:00 AM,96.856,23.100,0.027,,,,,
201,10/11/18 09:40:00 AM,96.856,23.100,0.027,,,,,
202,10/11/18 09:45:00 AM,96.856,23.100,0.027,,,,,
203,10/11/18 09:50:00 AM,96.856,23.100,0.027,,,,,
204,10/11/18 09:55:00 AM,96.873,23.100,0.029,,,,,
205,10/11/18 10:00:00 AM,96.856,23.100,0.027,,,,,
206,10/11/18 10:05:00 AM,96.856,23.100,0.027,,,,,
207,10/11/18 10:10:00 AM,96.858,23.196,0.027,,,,,
208,10/11/18 10:15:00 AM,96.858,23.196,0.027,,,,,
209,10/11/18 10:20:00 AM,96.876,23.196,0.029,,,,,
210,10/11/18 10:25:00 AM,96.858,23.196,0.027,,,,,
211,10/11/18 10:30:00 AM,96.858,23.196,0.027,,,,,
212,10/11/18 10:35:00 AM,96.841,23.196,0.026,,,,,
213,10/11/18 10:40:00 AM,96.841,23.196,0.026,,,,,
214,10/11/18 10:45:00 AM,96.841,23.196,0.026,,,,,
215,10/11/18 10:50:00 AM,96.841,23.196,0.026,,,,,
216,10/11/18 10:55:00 AM,96.841,23.196,0.026,,,,,
217,10/11/18 11:00:00 AM,96.841,23.196,0.026,,,,,
218,10/11/18 11:05:00 AM,96.841,23.196,0.026,,,,,
219,10/11/18 11:10:00 AM,96.841,23.196,0.026,,,,,
220,10/11/18 11:15:00 AM,96.841,23.196,0.026,,,,,
221,10/11/18 11:20:00 AM,96.841,23.196,0.026,,,,,
222,10/11/18 11:25:00 AM,96.823,23.196,0.024,,,,,
223,10/11/18 11:30:00 AM,96.823,23.196,0.024,,,,,
224,10/11/18 11:35:00 AM,96.823,23.196,0.024,,,,,
225,10/11/18 11:40:00 AM,96.823,23.196,0.024,,,,,
226,10/11/18 11:45:00 AM,96.805,23.196,0.022,,,,,
227,10/11/18 11:50:00 AM,96.823,23.196,0.024,,,,,
228,10/11/18 11:55:00 AM,96.787,23.196,0.020,,,,,
229,10/11/18 12:00:00 PM,96.787,23.196,0.020,,,,,
230,10/11/18 12:05:00 PM,96.787,23.196,0.020,,,,,
231,10/11/18 12:10:00 PM,96.752,23.196,0.017,,,,,
232,10/11/18 12:15:00 PM,96.770,23.196,0.018,,,,,
233,10/11/18 12:20:00 PM,96.770,23.196,0.018,,,,,
234,10/11/18 12:25:00 PM,96.752,23.196,0.017,,,,,
235,10/11/18 12:30:00 PM,96.752,23.196,0.017,,,,,
236,10/11/18 12:35:00 PM,96.734,23.196,0.015,,,,,
237,10/11/18 12:40:00 PM,96.719,23.292,0.013,,,,,
238,10/11/18 12:45:00 PM,96.719,23.292,0.013,,,,,
239,10/11/18 12:50:00 PM,96.719,23.292,0.013,,,,,
240,10/11/18 12:55:00 PM,96.719,23.292,0.013,,,,,
241,10/11/18 01:00:00 PM,96.704,23.388,0.012,,,,,
242,10/11/18 01:05:00 PM,96.687,23.388,0.010,,,,,
243,10/11/18 01:10:00 PM,96.689,23.484,0.011,,,,,
244,10/11/18 01:15:00 PM,96.689,23.484,0.011,,,,,
245,10/11/18 01:20:00 PM,96.692,23.581,0.011,,,,,
246,10/11/18 01:25:00 PM,96.695,23.677,0.012,,,,,
247,10/11/18 01:30:00 PM,96.680,23.773,0.011,,,,,
248,10/11/18 01:35:00 PM,96.665,23.869,0.009,,,,,
249,10/11/18 01:40:00 PM,96.668,23.966,0.010,,,,,
250,10/11/18 01:45:00 PM,96.653,24.062,0.009,,,,,
251,10/11/18 01:50:00 PM,96.653,24.062,0.009,,,,,
252,10/11/18 01:55:00 PM,96.638,24.158,0.007,,,,,
253,10/11/18 02:00:00 PM,96.623,24.255,0.006,,,,,
254,10/11/18 02:05:00 PM,96.625,24.351,0.006,,,,,
255,10/11/18 02:10:00 PM,96.628,24.448,0.007,,,,,
256,10/11/18 02:15:00 PM,96.631,24.545,0.008,,,,,
257,10/11/18 02:20:00 PM,96.613,24.545,0.006,,,,,
258,10/11/18 02:25:00 PM,96.595,24.545,0.004,,,,,
259,10/11/18 02:30:00 PM,96.593,24.448,0.003,,,,,
260,10/11/18 02:35:00 PM,96.593,24.448,0.003,,,,,
261,10/11/18 02:40:00 PM,96.593,24.448,0.003,,,,,
262,10/11/18 02:45:00 PM,96.590,24.351,0.003,,,,,
263,10/11/18 02:50:00 PM,96.590,24.351,0.003,,,,,
264,10/11/18 02:55:00 PM,96.572,24.351,0.001,,,,,
265,10/11/18 03:00:00 PM,96.590,24.351,0.003,,,,,
266,10/11/18 03:05:00 PM,96.572,24.351,0.001,,,,,
267,10/11/18 03:10:00 PM,96.616,24.641,0.006,,,,,
268,10/11/18 03:15:00 PM,96.598,24.641,0.004,,,,,
269,10/11/18 03:20:00 PM,96.616,24.641,0.006,,,,,
270,10/11/18 03:25:00 PM,96.636,24.738,0.009,,,,,
271,10/11/18 03:30:00 PM,96.627,25.028,0.008,,,,,
272,10/11/18 03:35:00 PM,96.626,25.610,0.010,,,,,
273,10/11/18 03:40:00 PM,96.622,26.097,0.011,,,,,
274,10/11/18 03:45:00 PM,96.633,26.488,0.013,,,,,
275,10/11/18 03:50:00 PM,96.641,26.781,0.015,,,,,
276,10/11/18 03:55:00 PM,96.650,27.075,0.016,,,,,
277,10/11/18 04:00:00 PM,96.656,27.272,0.018,,,,,
278,10/11/18 04:05:00 PM,96.656,27.272,0.018,,,,,
279,10/11/18 04:10:00 PM,96.653,27.173,0.017,,,,,
280,10/11/18 04:15:00 PM,96.650,27.075,0.016,,,,,
281,10/11/18 04:20:00 PM,96.668,27.075,0.018,,,,,
282,10/11/18 04:25:00 PM,96.647,26.977,0.016,,,,,
283,10/11/18 04:30:00 PM,96.644,26.879,0.015,,,,,
284,10/11/18 04:35:00 PM,96.644,26.879,0.015,,,,,
285,10/11/18 04:40:00 PM,96.641,26.781,0.015,,,,,
286,10/11/18 04:45:00 PM,96.639,26.683,0.014,,,,,
287,10/11/18 04:50:00 PM,96.639,26.683,0.014,,,,,
288,10/11/18 04:55:00 PM,96.654,26.585,0.015,,,,,
289,10/11/18 05:00:00 PM,96.651,26.488,0.015,,,,,
290,10/11/18 05:05:00 PM,96.651,26.488,0.015,,,,,
291,10/11/18 05:10:00 PM,96.648,26.390,0.014,,,,,
292,10/11/18 05:15:00 PM,96.666,26.390,0.016,,,,,
293,10/11/18 05:20:00 PM,96.663,26.292,0.015,,,,,
294,10/11/18 05:25:00 PM,96.663,26.292,0.015,,,,,
295,10/11/18 05:30:00 PM,96.660,26.195,0.015,,,,,
296,10/11/18 05:35:00 PM,96.642,26.195,0.013,,,,,
297,10/11/18 05:40:00 PM,96.642,26.195,0.013,,,,,
298,10/11/18 05:45:00 PM,96.640,26.097,0.013,,,,,
299,10/11/18 05:50:00 PM,96.657,26.097,0.014,,,,,
300,10/11/18 05:55:00 PM,96.675,26.097,0.016,,,,,
301,10/11/18 06:00:00 PM,96.637,26.000,0.012,,,,,
302,10/11/18 06:05:00 PM,96.637,26.000,0.012,,,,,
303,10/11/18 06:10:00 PM,96.655,26.000,0.014,,,,,
304,10/11/18 06:15:00 PM,96.652,25.902,0.013,,,,,
305,10/11/18 06:20:00 PM,96.634,25.902,0.011,,,,,
306,10/11/18 06:25:00 PM,96.652,25.902,0.013,,,,,
307,10/11/18 06:30:00 PM,96.649,25.805,0.013,,,,,
308,10/11/18 06:35:00 PM,96.649,25.805,0.013,,,,,
309,10/11/18 06:40:00 PM,96.649,25.805,0.013,,,,,
310,10/11/18 06:45:00 PM,96.649,25.805,0.013,,,,,
311,10/11/18 06:50:00 PM,96.682,25.708,0.016,,,,,
312,10/11/18 06:55:00 PM,96.682,25.708,0.016,,,,,
313,10/11/18 07:00:00 PM,96.699,25.708,0.018,,,,,
314,10/11/18 07:05:00 PM,96.697,25.610,0.017,,,,,
315,10/11/18 07:10:00 PM,96.697,25.610,0.017,,,,,
316,10/11/18 07:15:00 PM,96.697,25.610,0.017,,,,,
317,10/11/18 07:20:00 PM,96.714,25.610,0.019,,,,,
318,10/11/18 07:25:00 PM,96.714,25.610,0.019,,,,,
319,10/11/18 07:30:00 PM,96.732,25.610,0.021,,,,,
320,10/11/18 07:35:00 PM,96.712,25.513,0.018,,,,,
321,10/11/18 07:40:00 PM,96.747,25.513,0.022,,,,,
322,10/11/18 07:45:00 PM,96.747,25.513,0.022,,,,,
323,10/11/18 07:50:00 PM,96.762,25.416,0.023,,,,,
324,10/11/18 07:55:00 PM,96.762,25.416,0.023,,,,,
325,10/11/18 08:00:00 PM,96.762,25.416,0.023,,,,,
326,10/11/18 08:05:00 PM,96.759,25.319,0.023,,,,,
327,10/11/18 08:10:00 PM,96.759,25.319,0.023,,,,,
328,10/11/18 08:15:00 PM,96.759,25.319,0.023,,,,,
329,10/11/18 08:20:00 PM,96.759,25.319,0.023,,,,,
330,10/11/18 08:25:00 PM,96.774,25.222,0.024,,,,,
331,10/11/18 08:30:00 PM,96.792,25.222,0.026,,,,,
332,10/11/18 08:35:00 PM,96.774,25.222,0.024,,,,,
333,10/11/18 08:40:00 PM,96.774,25.222,0.024,,,,,
334,10/11/18 08:45:00 PM,96.789,25.125,0.025,,,,,
335,10/11/18 08:50:00 PM,96.789,25.125,0.025,,,,,
336,10/11/18 08:55:00 PM,96.807,25.125,0.027,,,,,
337,10/11/18 09:00:00 PM,96.807,25.125,0.027,,,,,
338,10/11/18 09:05:00 PM,96.804,25.028,0.027,,,,,
339,10/11/18 09:10:00 PM,96.822,25.028,0.028,,,,,
340,10/11/18 09:15:00 PM,96.822,25.028,0.028,,,,,
341,10/11/18 09:20:00 PM,96.822,25.028,0.028,,,,,
342,10/11/18 09:25:00 PM,96.819,24.931,0.028,,,,,
343,10/11/18 09:30:00 PM,96.837,24.931,0.030,,,,,
344,10/11/18 09:35:00 PM,96.837,24.931,0.030,,,,,
345,10/11/18 09:40:00 PM,96.819,24.931,0.028,,,,,
346,10/11/18 09:45:00 PM,96.854,24.931,0.031,,,,,
347,10/11/18 09:50:00 PM,96.834,24.835,0.029,,,,,
348,10/11/18 09:55:00 PM,96.852,24.835,0.031,,,,,
349,10/11/18 10:00:00 PM,96.869,24.835,0.033,,,,,
350,10/11/18 10:05:00 PM,96.869,24.835,0.033,,,,,
351,10/11/18 10:10:00 PM,96.869,24.835,0.033,,,,,
352,10/11/18 10:15:00 PM,96.867,24.738,0.032,,,,,
353,10/11/18 10:20:00 PM,96.849,24.738,0.030,,,,,
354,10/11/18 10:25:00 PM,96.867,24.738,0.032,,,,,
355,10/11/18 10:30:00 PM,96.884,24.738,0.034,,,,,
356,10/11/18 10:35:00 PM,96.882,24.641,0.033,,,,,
357,10/11/18 10:40:00 PM,96.899,24.641,0.035,,,,,
358,10/11/18 10:45:00 PM,96.882,24.641,0.033,,,,,
359,10/11/18 10:50:00 PM,96.899,24.641,0.035,,,,,
360,10/11/18 10:55:00 PM,96.882,24.641,0.033,,,,,
361,10/11/18 11:00:00 PM,96.899,24.641,0.035,,,,,
362,10/11/18 11:05:00 PM,96.897,24.545,0.035,,,,,
363,10/11/18 11:10:00 PM,96.897,24.545,0.035,,,,,
364,10/11/18 11:15:00 PM,96.897,24.545,0.035,,,,,
365,10/11/18 11:20:00 PM,96.897,24.545,0.035,,,,,
366,10/11/18 11:25:00 PM,96.914,24.545,0.036,,,,,
367,10/11/18 11:30:00 PM,96.932,24.545,0.038,,,,,
368,10/11/18 11:35:00 PM,96.932,24.545,0.038,,,,,
369,10/11/18 11:40:00 PM,96.929,24.448,0.038,,,,,
370,10/11/18 11:45:00 PM,96.929,24.448,0.038,,,,,
371,10/11/18 11:50:00 PM,96.929,24.448,0.038,,,,,
372,10/11/18 11:55:00 PM,96.911,24.448,0.036,,,,,
373,10/12/18 12:00:00 AM,96.911,24.448,0.036,,,,,
374,10/12/18 12:05:00 AM,96.947,24.448,0.040,,,,,
375,10/12/18 12:10:00 AM,96.944,24.351,0.039,,,,,
376,10/12/18 12:15:00 AM,96.962,24.351,0.041,,,,,
377,10/12/18 12:20:00 AM,96.926,24.351,0.037,,,,,
378,10/12/18 12:25:00 AM,96.944,24.351,0.039,,,,,
379,10/12/18 12:30:00 AM,96.962,24.351,0.041,,,,,
380,10/12/18 12:35:00 AM,96.941,24.255,0.039,,,,,
381,10/12/18 12:40:00 AM,96.959,24.255,0.040,,,,,
382,10/12/18 12:45:00 AM,96.941,24.255,0.039,,,,,
383,10/12/18 12:50:00 AM,96.924,24.255,0.037,,,,,
384,10/12/18 12:55:00 AM,96.924,24.255,0.037,,,,,
385,10/12/18 01:00:00 AM,96.924,24.255,0.037,,,,,
386,10/12/18 01:05:00 AM,96.924,24.255,0.037,,,,,
387,10/12/18 01:10:00 AM,96.921,24.158,0.036,,,,,
388,10/12/18 01:15:00 AM,96.921,24.158,0.036,,,,,
389,10/12/18 01:20:00 AM,96.939,24.158,0.038,,,,,
390,10/12/18 01:25:00 AM,96.921,24.158,0.036,,,,,
391,10/12/18 01:30:00 AM,96.921,24.158,0.036,,,,,
392,10/12/18 01:35:00 AM,96.939,24.158,0.038,,,,,
393,10/12/18 01:40:00 AM,96.939,24.158,0.038,,,,,
394,10/12/18 01:45:00 AM,96.939,24.158,0.038,,,,,
395,10/12/18 01:50:00 AM,96.939,24.158,0.038,,,,,
396,10/12/18 01:55:00 AM,96.939,24.158,0.038,,,,,
397,10/12/18 02:00:00 AM,96.921,24.158,0.036,,,,,
